person,tran_count,tran_amoun_tot,tran_amoun_mean,tran_amoun_max,tran_amoun_min
8828821b64b24731a6da16806b3f50c5,7,15.4,2.2,4.0,0.0
882b3c371f384c79b7688960ca35d7ad,3,33.1,11.0,16.0,5.6
882f6c59750843a08acea27df6815789,4,15.9,4.0,8.8,1.1
883154b582374762a496c60758780d64,6,111.5,18.6,35.1,9.8
8836295fb69f4c53aa23c7b614cff7bf,7,124.7,17.8,24.1,12.1
8838cec17e724568b03c6206dc166a71,13,38.4,3.0,5.9,0.3
883df6ab4b364bbd85c2373430e12c7e,20,80.0,4.0,11.7,0.1
8842ff584c2847678f78f459800fea65,4,58.3,14.6,18.8,6.8
884a4f84900746388eac0d67a194ab27,16,252.7,15.8,27.3,7.6
884e591b217642cda0f8d69eda127a5f,2,9.6,4.8,7.9,1.8
8857500540a74e0a95c9919bb789c787,4,8.9,2.2,4.4,0.9
885d8e7de35e4b7abb7c6f494c82c271,16,51.2,3.2,7.6,0.3
885f2524dae5453680f8767a3816ac23,9,206.0,22.9,33.7,13.9
8862db7534f44d65bd9e6ba75e899a94,15,190.5,12.7,27.8,6.3
886a279ebca346daa13bcfd1aa0d8fae,7,143.9,20.6,26.5,15.5
886e98d7b2b34db7a122121e0760b05d,10,193.2,19.3,31.2,11.8
887235ab5787412a82ec2995d27395c8,17,434.3,25.5,47.6,14.4
887307808066435ea25fa51c5a6924bf,6,18.2,3.0,6.3,0.7
8875068083504a07acb73e37eaf0a048,5,18.9,3.8,8.1,0.4
88876be460544c19a852db9c55a04099,11,37.5,3.4,9.7,0.1
888b4c8271d7405099787146343929e8,2,41.5,20.8,23.9,17.6
888be69e68ae4fada02ae67a4ec95e41,4,9.2,2.3,3.8,1.5
888c4bee1cb5473a975e73150c6b40e1,4,11.4,2.9,6.0,0.6
888df122aac141adb08b7983ce2d9405,6,93.4,15.6,77.8,0.6
888e2bf068674fd6a62589c7c6218952,8,15.1,1.9,4.4,0.1
8890c7a47a05491b8c1ec3c0ce573f5c,8,114.7,14.3,20.3,8.6
8891ef7c303b464984be4829e525b394,7,40.8,5.8,13.6,1.3
88963e5003024882a14691daf105fca9,2,43.8,21.9,33.8,9.9
8899cbcaf33d4e4d87a3f761b5ff8cf2,9,218.5,24.3,39.1,14.2
889aaae24e8a4df7a128f20029aa8422,10,50.4,5.0,12.6,1.7
889bc16ffb064e889da9f5813dd34357,7,106.1,15.2,20.7,10.7
889d81fe350643e280f90c0faff01118,12,201.4,16.8,23.7,10.4
88a5c73f15144c5fae93006b818adb79,4,9.9,2.5,3.9,1.5
88aa10c94fe343c3af26533143dcd1f2,7,171.4,24.5,29.4,17.8
88b8870c325e4f8880335ada0c5cec60,5,7.8,1.6,3.0,0.9
88baa20c29a94178a43a7d68e5f039d4,3,60.2,20.1,25.7,10.6
88bdb42252694d1e8f404c78d332d582,6,108.0,18.0,23.8,11.3
88bea58132ac473792740d342db3d460,14,170.1,12.2,27.8,3.3
88c7a3b182be47a29cd928be5ffd1fe8,12,248.3,20.7,37.1,12.9
88cf5e1ed50b4c0782060c2cc16e5910,13,38.0,2.9,8.3,0.2
88d9dc7a5c504f51baa0094af43bf774,4,16.4,4.1,6.5,1.4
88db910b5b2f414ca7038d8df1faf251,11,32.9,3.0,7.1,0.6
88dbd4e3b5514e43834f0e8edeeadace,3,36.2,12.1,14.8,7.4
88ed0c64fb0d474ebca47efa94d623eb,13,233.9,18.0,25.9,13.2
88f1f621a99a4c0684862b018be3a6bd,4,10.0,2.5,3.7,1.0
88f63e6b5de440cfa91a609403fc6993,7,192.1,27.4,39.6,13.9
8912f2b9af0c488fb2045d7ca5f5dfb9,10,40.6,4.1,12.8,1.0
891ce7b6861f49f09260c9b7bfcf14c8,9,236.7,26.3,35.5,19.9
8920a6cf47f04be299c12ac6dc43b925,5,122.7,24.5,36.3,17.0
8926b53cd61d466db79a40b007183a46,22,206.4,9.4,142.2,0.2
892a5522371f4e199fc5b9cc514c1ff9,15,173.1,11.5,19.5,2.9
893131691a9a492585d9ea3afbdb37a0,17,242.4,14.3,21.8,4.1
89370c66451e40fba2f398f298bfa2e0,9,123.0,13.7,21.0,5.8
893a121f16cb48e89711a566f291bc57,11,50.4,4.6,11.5,0.5
893b57dbbabb48e38e1746b3710cdcff,6,119.8,20.0,32.6,8.1
893c68fb5b7d41bab5fe10f320857343,14,39.0,2.8,12.7,0.3
89417e13fcd54dd78b80f97f7f085cf1,4,6.5,1.6,3.7,0.5
8943aa83de86432c967210e709779cc4,9,15.0,1.7,2.8,0.0
894669a32ec14a2fac839e636f807768,15,51.0,3.4,6.0,1.5
89471970d2fc4f5ebe1712424467d0b5,4,99.1,24.8,30.3,18.1
894777c790cc4a13b4e7b0a6ce0b138e,5,109.8,22.0,28.2,13.1
894a6c4b725e46da8a322de4753d31e6,16,45.6,2.8,9.1,0.2
894aeaa49f19443db64c880ae47cea93,14,156.3,11.2,23.4,2.9
894d620373384c5f8c25e28d15de7959,21,352.2,16.8,27.0,9.0
894d8541362847b49306ac751ccf90e8,5,87.3,17.5,25.6,10.6
89507aca336640968fbee05111d881da,7,21.0,3.0,6.8,0.4
8956d5a699344f2ca654cda962b0d953,14,225.3,16.1,26.4,8.6
8957e167deef47f1aa157fb7a9891379,22,106.2,4.8,13.0,0.6
895cedf9adcc4c8ab3767b70f03cad69,4,117.8,29.4,36.4,25.0
89642012bc3d47ed87d655ae269a7989,11,38.6,3.5,7.4,0.9
8964bdf23d544301846b95a02d27e45c,27,492.3,18.2,34.6,4.3
8968b3baa32549ec93539f93c817d122,6,29.8,5.0,9.2,2.8
896a5bab4952449ba3c972fd71aa9f30,11,19.3,1.8,3.8,0.3
89719ea684b3419a92c79a4660985a15,7,211.2,30.2,38.1,18.5
8974fc5686fe429db53ddde067b88302,6,15.6,2.6,5.6,0.2
897514ffebfe49999ffdcead112a5b01,6,11.5,1.9,3.0,0.6
89753fc1ad8640108a21cba0606e0050,3,75.1,25.0,30.3,18.2
8978c47b823e465a82a576a32680585f,7,123.1,17.6,28.9,8.9
8981e545b60a4a33a060cdc25c4e7ada,5,124.4,24.9,39.2,17.0
8985ccca4f1b460abff0c89049762ef2,8,183.8,23.0,36.8,14.8
89939d40a29c4cec90827c6a370306a6,7,156.2,22.3,35.3,7.3
8997d5d133d54e91b320923db642dc42,13,52.4,4.0,8.1,0.7
899cf3ca38d44cbfa92849b78b415b5c,4,6.6,1.6,3.6,0.8
899ed0c4994f47c4b3dd71eb929870bc,4,88.2,22.1,24.4,19.3
89a8daaab84d46b9ba605584cbef53eb,6,99.5,16.6,25.1,9.7
89b1040ec5854ce185fcb507ae1afc4c,6,120.6,20.1,30.4,11.5
89c2291ba9ca46be92016b8e0b17fca0,11,225.7,20.5,35.7,12.1
89c233f3e4f04464ac5cc15e55caa1a1,14,167.6,12.0,19.4,4.8
89c440131f9347a1910d940e46cb4056,7,24.0,3.4,7.0,1.7
89c8755ad5ec49daa18dc0a680532341,2,40.5,20.3,24.1,16.4
89c9fbf3aad047dc83d820cb84d5de63,3,15.3,5.1,6.1,3.1
89cb4f28d063441ea3ae870e6b4f45a5,6,11.5,1.9,4.0,0.2
89cf536cbae74755a29d55a89ed175b9,15,56.0,3.7,14.0,0.5
89d20421f3154a00b4c45abbdb33e309,7,9.3,1.3,3.0,0.3
89d303af649a4e679955cd25733977c4,9,208.7,23.2,34.8,13.1
89d8a13cb46b40c59407f5c02b1a8696,12,254.0,21.2,33.3,13.1
89db13f87ed64047b4242a5836d3db42,3,5.1,1.7,1.9,1.4
89db9e6efae9458cb649a6474671d039,15,162.3,10.8,20.0,5.2
89dcb78d1489424cac40ba9271cf46d7,2,10.0,5.0,9.6,0.4
89df77a592164f5db95664e6991e15e0,7,22.5,3.2,7.2,0.7
89df998636e744a981d7c907e778bea7,10,144.8,14.5,26.0,5.7
89e71ea899a44ec39624a4b522b4fa9b,6,46.9,7.8,13.2,1.4
89e87fe900f941e58b903eb6c444b50f,4,17.8,4.5,8.1,0.4
89e9a5e6f27047778c01feb80f4dd00c,10,203.6,20.4,31.6,14.8
89ea78d702ef425e8802f4dbfc4790f0,3,44.9,15.0,19.9,6.9
89f451a5a8c64683b57aca2a334117ef,7,25.5,3.6,9.1,0.7
89f98f35964f49559951177fdfebaba2,6,21.5,3.6,7.5,0.6
89f9b9f794f34b34b0f1b6bceac07883,6,140.5,23.4,38.6,11.4
89fd5aeb57554bb8995f553444691d90,12,44.9,3.7,9.6,0.8
89ff2eb181e942aab88a65447295cc83,4,3.8,0.9,2.4,0.3
8a002fad73574409a600ae538b4e254b,3,14.3,4.8,7.6,2.6
8a0218a6c58345558d776dd45979af38,11,35.3,3.2,7.0,1.4
8a04ab4063e94628b5bbd86781639430,7,83.7,12.0,24.4,8.0
8a0b4d0294d4466eb708bd52a6852821,3,71.5,23.8,27.5,17.1
8a0ec2e1e3ea44ba8eaea09e516e1fef,8,91.8,11.5,14.9,7.4
8a106b139eb84a1fbd81d66f002426cc,12,142.7,11.9,21.0,4.4
8a1b1c081de1473b8b0712b093fee49f,9,202.3,22.5,30.7,10.4
8a2190fd8657481f8f5e0a10cbe29930,8,110.3,13.8,18.6,8.0
8a25b97de310488ca4b84c0c11c7d410,3,5.6,1.9,2.8,1.1
8a2a5663b6f7405a9ac33e3370701f28,6,93.3,15.5,22.4,8.1
8a2ce69930a740ba9a1de18a509abba7,4,5.4,1.4,4.4,0.1
8a315401afe44e9c9fc99ba05e4d4889,4,8.6,2.2,3.4,0.7
8a37057f57c4495fb98dfcc8b909b09f,8,177.1,22.1,32.7,13.9
8a46d8fc3d2a48e89e37352ac5e96e65,13,31.0,2.4,5.4,0.6
8a4bc602e4424ab6b16f0b907f2f22af,5,30.7,6.1,8.2,4.2
8a504d8980764110bd0a6ce89213e097,8,194.9,24.4,32.7,12.5
8a53db56e2a84dd1b0b3b64743f4a1c9,2,23.7,11.8,13.8,9.9
8a540a35d6fd4a68ba49e03c8f52955f,13,183.8,14.1,24.8,6.0
8a5a1b0ec1114a56be3551e5783130ea,8,16.6,2.1,5.9,0.8
8a5f808f0e164782aa421b1c81fb119a,7,39.0,5.6,10.1,1.7
8a60e707c2d6445a91bb1b0a87bdf0ca,9,161.3,17.9,29.7,9.4
8a60eeb9a6184dd9a19075aebbc1ec71,7,97.0,13.9,21.3,10.4
8a61b3953f244ff1aecd5ea5e48ac74d,20,88.0,4.4,9.6,1.4
8a62338653f44844815b4d5d3ee92456,9,202.7,22.5,32.8,14.5
8a647583b38f4397a8870b70eaefcc08,4,7.3,1.8,3.8,0.4
8a6a2df8be214007991afb612eb64c1c,8,22.6,2.8,6.9,0.8
8a766d047c674575932b88d3095e33fa,16,65.8,4.1,9.1,0.7
8a776d222f174aa089866b2725721eec,20,714.9,35.7,449.0,5.8
8a786fa0da254df79cda216055c8fc4c,4,12.6,3.2,6.8,1.4
8a7902df445a4c12933923a02d467928,20,65.5,3.3,7.9,0.0
8a7df45d2a2c472aaba9c652d1b8c65d,10,167.7,16.8,25.6,8.8
8a7ee6531f1043feb0c398b8e4549e41,7,10.4,1.5,3.4,0.1
8a85673fa3ab46948e6468f7916f7c6e,10,133.6,13.4,29.0,7.1
8a870f020ad54eda9bb326515d60e59b,9,15.7,1.7,4.1,0.4
8a87d8d7ec2b4946b6e935bcdab873ba,10,112.4,11.2,21.3,4.6
8a87fda1a6644337b4394a4c3cd0946c,12,38.2,3.2,10.7,0.4
8a9802d7d16a4e4f90aaf35cb40998d5,12,119.1,9.9,15.4,5.0
8a996d5d5b444fad9f5d36c7673cdbe5,4,12.4,3.1,6.2,1.0
8a9994eaa2164d08a8a21488139b2239,10,104.6,10.5,16.9,4.5
8aa2f57d85934578b6a5da5682500d08,6,22.5,3.8,9.3,0.8
8aa7a381391c4ef9a7d3c0e2edfdd3e9,7,188.4,26.9,32.4,22.5
8aa88bcb47254fe8940501f64f706574,7,10.3,1.5,3.6,0.3
8aaa90b4d04143cf9e4b482f31e648bc,6,11.8,2.0,3.7,0.6
8aabde4b5b4b4ab593a05c8607086a0a,17,58.2,3.4,11.0,0.4
8aadb3b013e84e0fa3c3aad6f8e372a2,2,43.4,21.7,22.2,21.2
8ab2f916aa2a4d6898dbb2a458c89488,11,28.5,2.6,7.8,1.2
8ab8d058d86e4d4e95eb0a9ece36be33,4,90.2,22.6,26.3,19.6
8abc4447ac6a4ca999853e166b710f2d,5,103.8,20.8,26.1,15.5
8abeef412ed1475ca9ad7b0288ae8b1e,6,125.1,20.8,108.1,2.4
8ac2b458d2284e4485976925b74cb205,7,68.6,9.8,12.2,3.2
8acd6ccac3404cc2b84dca738d77db59,4,57.7,14.4,24.0,6.0
8ace2c1d3b8340fbad55cddde9f55524,16,57.4,3.6,10.7,0.4
8acf438172ca4227a316f54b8f4d5477,8,134.2,16.8,26.6,8.7
8ad1a146702e4cddac2619fc67690096,7,21.1,3.0,7.7,1.2
8adef45dbe5c4a3da4e351045e86be3d,6,12.4,2.1,5.3,0.3
8ae377b128c54a469964ac5df53144b8,3,43.0,14.3,15.7,13.1
8ae49e01c5cc4029ad3758b6081b3bfd,8,10.2,1.3,3.5,0.2
8aef76b765204f9ab1b63d601dd8be63,5,56.6,11.3,17.7,9.0
8af6963021ce40e78a2281e17fb186f7,12,182.6,15.2,18.5,5.8
8af7297bcc744dcfa1956385eeb891c4,11,134.2,12.2,17.0,6.8
8af85470a76f4caa8f9db515a71df7e2,10,146.6,14.7,22.6,7.8
8afd61052075479bacfe7dec6a27111c,3,65.4,21.8,28.7,16.7
8afe5b98fadd4671835b6ed6d9d52755,10,144.4,14.4,121.0,0.2
8b0b0b61299343ceb6a4bede74aecd43,10,207.8,20.8,30.6,11.0
8b0face3a7e14e35b332a362eade8176,14,353.3,25.2,37.4,16.0
8b113c0c1ccb4650ac550e3a7a7710f4,18,43.9,2.4,7.2,0.2
8b15b7b0e20a4ee7b6c0104a4347056b,8,27.8,3.5,6.5,0.7
8b175435fc16431aa46f5d708abd6c28,4,20.2,5.0,11.3,1.9
8b187d58d8444911946608dba1a89619,11,226.4,20.6,32.9,9.7
8b187db07b274a9583550f15a397c0d0,6,166.8,27.8,33.9,23.2
8b27a4a3a2454af2999ccf5bb8963ba6,5,83.7,16.7,22.6,8.5
8b298b81838242ea9a92b16d8bc5d068,14,40.8,2.9,11.6,0.2
8b2aa1d1e2c8463c91d5d49b63f6821e,21,32.6,1.6,6.4,0.1
8b2d6ad23225442db3506ad54019c501,2,41.1,20.5,21.3,19.7
8b2f2e39490040d5b8b5632ed9cc849d,3,5.6,1.8,3.8,0.1
8b32527512f641f9a5447ba5a811f3af,6,16.9,2.8,8.5,1.3
8b368de8525b4af69cfe1e06a191bb95,14,238.7,17.1,28.6,6.6
8b3bb691b50448628be21791196b5822,7,137.0,19.6,28.3,7.6
8b3e8a3f563347e49c139b4469889c62,2,7.7,3.9,6.4,1.3
8b46b5a99dfe41b7ad858996521514df,7,21.2,3.0,6.5,0.5
8b478e70d97043cea2ac68c8072fcc13,8,164.1,20.5,28.7,12.0
8b4c51c57f8348008a1f063e6ec2e079,13,88.2,6.8,21.7,0.5
8b4fdc40b3fa43e0a3c392cc4048150e,7,20.9,3.0,6.9,0.3
8b52e9bd7cf1409ca13519014132a239,7,104.5,14.9,21.9,11.0
8b5580e6781646439a91b7865da79899,6,95.9,16.0,25.6,10.6
8b5aaf543de840899da63544d596074d,10,100.6,10.1,22.1,5.1
8b5ae6d6547745d5adae0b0828de3f7d,10,222.4,22.2,29.1,14.6
8b5c15b62ddf404da88012ef8327bc1d,3,80.0,26.7,33.7,21.2
8b5ced0708ef473291264e708f8aa90c,4,8.0,2.0,3.2,1.1
8b5e47fbff5841518a90dee08cf42313,3,11.1,3.7,6.8,2.0
8b5f5a1b1c43427ba7fb1e8e307a05e3,3,4.5,1.5,2.9,0.3
8b6427bb8a2a423f92aeb27e22345449,19,63.2,3.3,6.6,0.2
8b686e3e4eb74869b082d6f965412a23,3,77.1,25.7,33.4,16.9
8b6d74dd44514004b4c720c1d0693d17,13,308.0,23.7,30.1,18.5
8b704836fd074c569c86918c58fd5617,15,211.8,14.1,21.2,5.3
8b70ca1f5f5a45bdac2ac2f990b71526,8,234.4,29.3,47.3,19.3
8b77111979174c3881d688972c62cd4e,3,60.1,20.0,22.2,17.9
8b7aa17a27a940558bf3c4da44f0cb00,7,20.2,2.9,6.2,0.4
8b7cb825575046b49bac1174259f446b,3,6.4,2.1,3.4,1.1
8b7d6291add449f7812b3435e77bc304,13,222.6,17.1,23.3,8.5
8b7f0794dd894757bb6ca592bd3fce39,7,159.1,22.7,29.6,14.4
8b806f1d213f4204bcfc71b8a636fe7c,14,154.5,11.0,19.4,4.8
8b84feacae464c8c9fff28100ad134a4,6,13.2,2.2,4.9,0.4
8b8b0843867b4acfae4dd33b777d975c,1,25.9,25.9,25.9,25.9
8b9201594bed4f78b15cb30e4ef4a23a,16,62.1,3.9,9.2,0.9
8b9658d02943407d8e014a9bc971a3d5,18,297.3,16.5,26.1,9.3
8b9c4b3e870f4b9e89a24d8d1ff8689a,8,22.6,2.8,4.4,1.7
8b9d3f738e7e499b9e820de07c16bc62,5,19.6,3.9,6.2,0.3
8b9d8c10bfd24944bede476aa86a5a85,7,12.9,1.8,3.8,0.2
8ba1268e963c48ddaebbe453bb9d3cb4,5,95.0,19.0,23.1,11.8
8ba283a95f6c419daa338eccdd19e77d,8,24.8,3.1,5.7,0.2
8ba88f5a415f49d6be2eb2ffa484cf56,8,117.4,14.7,28.2,6.0
8bad0c89bddb49c4acf5c73c93657731,6,16.3,2.7,4.1,0.7
8baf3fe198744005b9b86f7fa9e98785,5,24.0,4.8,13.2,0.5
8bafff02fd574a7d8abe2d548a1b01a0,11,47.5,4.3,9.7,0.5
8bb69effdb0140a2b18280fc70814315,12,145.8,12.1,20.5,4.5
8bc20a496b6d4a33bf6bb801fb1d95ea,5,134.1,26.8,35.5,16.4
8bc3f515046a4d56917e6876238ad8f1,18,229.9,12.8,23.2,4.7
8bc8bdf4e1644273a2d9ea34cab2507c,4,10.3,2.6,2.9,2.1
8bcf7e0fc92d450db1452276da0e78ae,14,67.3,4.8,9.5,0.6
8bd0c7b1cb984131b72e148a9fd98f3a,6,10.8,1.8,4.1,0.6
8bd4f1323743436a8cd57db497090a2d,6,24.6,4.1,6.0,1.0
8bd6cb446f1d401289c02c97c4427b77,10,23.2,2.3,5.1,0.2
8bd89a4fa5914510bbae8d884cc27c3b,10,99.7,10.0,74.4,0.0
8bdaca43bc4b4446ad8e86a82489fd23,9,33.1,3.7,9.1,1.4
8bde85edb35d4fa89c69631204b3da1d,4,73.8,18.4,21.7,16.4
8bdec7a2b2264f52b7d3e168a291f429,5,73.9,14.8,21.5,11.0
8be1c2fa06c04e15b380249ff9be040b,7,23.7,3.4,10.7,0.5
8be1e5efe600413ba7e0eb768dc37cd5,1,18.5,18.5,18.5,18.5
8be4463721e14d7fa600686bf8c8b2ed,16,51.7,3.2,15.0,0.0
8be58f600459402b9ec6f2c80bd7d364,7,199.8,28.5,38.2,19.4
8be9ebed6d7d4b7b865e8e495e83b83d,21,72.4,3.4,8.5,0.4
8bebee2768f2436abcf9cffc1a777ecc,4,63.8,16.0,24.4,11.3
8bec0354cd574c96894f406c2f7d2174,15,201.7,13.4,21.9,8.1
8bed51efb97049b581fab4772fc78843,3,9.8,3.3,6.4,1.4
8bf054c6db1a44f1acfb4c40fdd59100,7,149.6,21.4,32.5,13.8
8bf4d373bdff4dbfbe230364ad2b1fa4,9,133.0,14.8,26.1,9.0
8bf702aaba5244bfaa580aca1189922b,5,135.0,27.0,36.7,20.4
8bf722542af848079c72dd4cde722d0e,14,24.6,1.8,4.7,0.1
8bf8695026e34614b64f99cc3ebabfea,4,10.8,2.7,5.3,0.2
8bfd007e762f49e88eb8c1dbdbe9cab5,5,155.3,31.1,44.3,20.2
8bfe091b23b94182933df251c97f147b,3,44.7,14.9,21.9,5.2
8c03c9716ffa4825b57af6b5cfee0f82,4,3.4,0.9,1.6,0.2
8c0641caa08e4a38b8a58c7643f3698e,15,49.7,3.3,10.0,0.2
8c0b5eb519bb497783bdc41ebddefa04,10,200.7,20.1,31.2,10.1
8c0d20f40f014e8b882c40ee7b2f2d8c,16,157.3,9.8,19.7,4.3
8c0d71b9f13b4906a7be84a55cc57e27,13,115.3,8.9,17.6,2.6
8c0f4174520148829ec36fbc7444204a,8,204.0,25.5,35.4,11.2
8c1414ceb830439e886e299f4a27cc12,3,5.4,1.8,3.8,0.3
8c14daeddfbe41c4bc574cfc6acdf2ff,8,72.0,9.0,12.9,4.8
8c156fed0fca4e888ef352496d715494,11,118.0,10.7,18.8,5.8
8c17a1d5a98343ebac53d9aac99aeb42,6,16.0,2.7,5.6,0.3
8c18674fcab8435ba2df85716cfad9ed,6,106.1,17.7,25.8,12.4
8c18d9d758494534ba01b9de03439411,3,11.7,3.9,6.0,1.3
8c1a6686814e46e28bd23d8608e12b52,7,109.8,15.7,23.9,9.9
8c1c0e3e25f243a5bd551fff513dffa0,11,316.1,28.7,65.0,15.8
8c20d3c8e4ef4ad997923937a2637851,8,25.4,3.2,8.6,0.6
8c21762e5c1c4ea881f6a9989116b058,8,17.0,2.1,4.2,0.3
8c22805d99314c3199242a563c33cb86,2,18.9,9.5,12.1,6.8
8c23570c3e4849e09e84dec8908ae404,13,121.0,9.3,19.0,3.6
8c2e83342f5447e5b0414c6a3f32d53c,7,16.0,2.3,4.6,0.2
8c3375bdfa3348f2a69dafbb675f034d,12,280.1,23.3,46.3,12.9
8c35bf5281cc457a839bfdb706f170fc,6,31.8,5.3,11.8,3.0
8c3be843043c4ed9893ad9aef2a3c71a,15,269.2,17.9,40.1,9.2
8c3c10f681674fd798b5957060bbf302,6,376.2,62.7,304.1,11.9
8c3e347b4de941299355cded147c541c,6,128.2,21.4,32.4,16.0
8c3fbf6b89b248bb99b7a6ca628f401c,7,132.6,18.9,23.8,16.3
8c4043ca07cf48c6a71fe5155768237a,7,24.6,3.5,10.3,0.9
8c410d84af08408fb41f953c93ffac27,10,164.2,16.4,22.7,7.9
8c49d9e01b4449f5bff7120b7adddd21,4,83.7,20.9,32.4,12.2
8c53859c06894872a09eb6ffbb3f8eee,8,164.2,20.5,29.2,13.6
8c53deaf7e8f4e8b88a8fc09dd9221f4,7,160.9,23.0,31.0,15.4
8c54f6657313449b9f78e1f6b7a17aa9,6,163.1,27.2,40.9,11.6
8c598297a58842a2a8bc90253d39b5e7,15,179.2,11.9,20.4,5.2
8c5d23d8e19a4960ba3df3a5c87eeb20,8,107.4,13.4,16.5,8.8
8c623041aa7e408092e225e5cbd1767f,1,1.4,1.4,1.4,1.4
8c6b2a81cb294c28b740e9c459ab7767,12,1154.8,96.2,862.2,14.4
8c6dfe8ef4b6471f9e705f75c43dfcad,9,180.9,20.1,25.4,15.6
8c764c8fef2e43c8a7d7f1a1a97f1760,2,66.1,33.0,34.8,31.3
8c7874ebd0514c6aaff6577c5cd8e873,4,33.6,8.4,10.6,4.1
8c7992591b48435f828fad20fa83f5fa,4,96.2,24.1,28.4,19.9
8c7a45fe318b45b4a9307af34d1bd022,4,17.9,4.5,6.1,1.8
8c7a8e7f95b14f919f657b69255ef619,17,34.5,2.0,5.2,0.3
8c7d4817ae3a4f2f8fa57c533921f02e,10,186.1,18.6,30.9,11.5
8c7df0c393db488aac3e58b06a7ea5f9,9,167.9,18.7,28.7,10.4
8c80570b7dfb49629e86042c17e659dc,3,86.3,28.8,43.1,19.4
8c843138f8d642da9bec4370e87c38d9,2,47.2,23.6,24.0,23.2
8c8b73983add4a828052e98775745f27,16,241.7,15.1,23.9,5.3
8c8c323df8e2415fbda5b2bbf253ca7b,8,189.4,23.7,36.5,13.6
8c92804710134e7fa82370529f5f8a9e,4,87.2,21.8,28.0,11.2
8c93308bc4a243ba83f8294407894d69,1,0.9,0.9,0.9,0.9
8c9500af93b24a80bf3296c9514ae5ce,6,131.9,22.0,31.2,13.0
8ca29d07b300474786a6016fe76174dd,9,156.5,17.4,29.4,5.1
8ca32e0f16964fcbae0d3773c536d21f,8,196.7,24.6,36.5,15.7
8ca462f1192b4aa29ac99768d5eefbfa,13,30.2,2.3,6.1,0.0
8cad8005c2794346a3b332db58a211e4,7,23.1,3.3,8.0,0.6
8cb64bc8e6fe48c19e3878ad04d494f8,16,266.9,16.7,22.3,8.4
8cb835dd91384cbba5d0b069da2528c7,6,139.8,23.3,26.8,18.3
8cc0db430879405898d8390ca74ad13a,12,242.3,20.2,33.9,12.7
8cc1a1bd309842bfaafd4483d994579b,4,79.9,20.0,25.7,14.0
8cc1d48359af4d51bc4649728bf95ff6,18,73.2,4.1,11.4,0.4
8cc34b8f120d49c8bee8473e75b183cf,5,18.6,3.7,7.8,0.8
8cc382605ece4420a536e2123e05444b,5,8.8,1.8,3.5,0.3
8ccbd5f172654e7cb4631a8b8ad03314,11,240.0,21.8,28.1,12.7
8cccede34fa14895bf5d7e4ec7d6095b,8,123.4,15.4,21.1,9.4
8ccd31c912a54ab79e1380010d2d2985,9,36.9,4.1,8.8,0.5
8cd0edcb3a6b44df9be5e7c8831a5c53,7,18.8,2.7,4.2,1.4
8cd664a131394da28639183c80c3cab7,7,94.8,13.5,18.7,8.9
8cd823fa04574d1eaa92397ad94ee9e4,4,118.4,29.6,33.9,25.0
8cda8fffb794461e9a6ac849d1e37ab7,20,55.0,2.7,6.4,0.3
8cdc79bcad21462f92d7f0e35ac66cc0,7,97.1,13.9,23.1,8.9
8cdcacba1ef44cae85558dd47fa23072,6,96.6,16.1,20.8,9.5
8cded7272788493a8e71cf419722b66a,8,12.2,1.5,4.2,0.3
8ce4fb9c95a440f0ae576e446060422b,2,12.6,6.3,10.3,2.2
8ce70caaa04a4c7d981deee64f4282a5,7,137.9,19.7,27.6,10.5
8ceafd5b09354f0285e47d410b258b91,14,33.4,2.4,6.8,0.1
8cee856ceeab439e9a1da3e5685872ed,12,118.6,9.9,20.7,4.4
8cf585e5a4844d90bcfbf10556a5bc51,4,107.2,26.8,32.3,17.7
8cf689ca692c4afca40523f14633d523,8,68.6,8.6,15.8,4.8
8cfb612c98eb4f288955d1ca99dcdc2e,5,134.1,26.8,31.8,23.8
8d0222afd15e4107b591494ea69714f7,18,40.4,2.2,7.5,0.0
8d041a344de14de1af61420f32387931,8,20.0,2.5,7.2,0.0
8d099354ae6a46d383876232f54f20b7,4,109.4,27.4,45.8,18.1
8d0f347ee84540b990fe6a1375296d0e,5,110.0,22.0,28.3,11.7
8d14ec8fc5fa4dd383751fd09dc0b0ed,4,9.6,2.4,4.6,0.4
8d15aa457a7e44abae865712ac06afbd,13,48.1,3.7,6.8,1.4
8d169f0ae1bf46cd9cdea4f9e7ba0636,6,29.8,5.0,11.6,2.2
8d1e56c804e140fca2c001caf65d3eaa,3,9.0,3.0,6.0,0.6
8d1f4c8bb2e445db93e387503c72c37e,19,74.3,3.9,8.4,0.1
8d20cb72c43c43699ff1074fd1e7d468,3,21.1,7.0,10.6,5.2
8d27d325402c409e80cc703d04b19409,5,10.5,2.1,4.6,0.7
8d293088253944ff88226578923f418d,5,92.8,18.6,19.7,16.8
8d298ad7857d44fc8cc012d3303429e1,4,126.1,31.5,37.6,15.8
8d2f8960fd8c42c8abc94bd6f5056118,1,1.1,1.1,1.1,1.1
8d2fcfbd61e74c87adc8ec3c59b29f30,11,109.5,10.0,16.2,6.0
8d30c524932649a5b4021e56f6ad9580,6,142.8,23.8,31.6,18.6
8d31a8a4b5d24b10a54da118855f7132,6,840.9,140.2,719.4,19.2
8d402bd58f15462c833bb29c30c9fccf,3,6.1,2.0,3.9,0.6
8d426eecc914405d9ff2b8da724986a7,3,6.5,2.2,2.8,1.1
