person,cnt_tran,sum_am_tran,mean_am_tran,median_am_tran,min_am_tran,max_am_tran,range_amount_tran,mean_t_tran,median_t_tran,min_t_tran,max_t_tran,range_t_tran,freq_tran,last_to_end_tran
9ceb61240a224e9698fcbdae9164e843,17,56.52,3.32,2.7,0.45,8.31,7.86,381.88,462.0,0,672,672,2.53,42
9cf1682aa5a640bcba316127b48d8777,13,39.08,3.01,2.55,0.62,7.29,6.67,426.0,522.0,0,708,708,1.84,6
9cf8406a08b34397b4babaf853a11c3d,12,173.99,14.5,12.2,8.7,21.67,12.97,404.5,444.0,78,660,582,2.06,54
9cfa8a152539446b8384a215eb7db2fe,11,200.05,18.19,17.55,11.95,26.37,14.42,455.45,450.0,258,660,402,2.74,54
9cff5cba68bb44b5baeb3d18c424297c,2,40.54,20.27,20.27,16.81,23.73,6.92,354.0,354.0,210,498,288,0.69,216
9cff812d0f8f426a8189648d3c476411,7,166.74,23.82,25.55,15.95,31.54,15.59,398.57,522.0,30,648,618,1.13,66
9d00598dc760449e827cc61ae5405b3c,7,189.23,27.03,27.5,15.31,36.47,21.16,312.86,270.0,216,618,402,1.74,96
9d029c11f8b349cb97f41b794adb8158,14,179.51,12.82,11.58,5.84,20.81,14.97,459.43,444.0,150,672,522,2.68,42
9d068cb2a9c14dd39851da82dd9cd8b6,4,24.94,6.24,5.98,2.67,10.32,7.65,493.5,483.0,408,600,192,2.08,114
9d1085c1daaa4838b9cf6bde5dc330bd,7,133.43,19.06,20.6,7.99,29.8,21.81,343.71,348.0,30,576,546,1.28,138
9d139427d04e4f199faf8964ec40afc8,4,103.04,25.76,24.94,17.2,35.95,18.75,531.0,564.0,354,642,288,1.39,72
9d15e156105d4fb083ee65932ef6fe26,2,6.19,3.1,3.1,1.12,5.07,3.95,528.0,528.0,378,678,300,0.67,36
9d1a5a51c4ac4526b0b16273f40a1c06,10,229.52,22.95,23.59,16.93,28.04,11.11,354.6,435.0,42,666,624,1.6,48
9d1a80ee80274a7b843e92e17208c99b,11,113.53,10.32,9.92,5.82,18.07,12.25,255.27,216.0,0,522,522,2.11,192
9d2b3df217334085aa72aeba559b70e1,2,51.22,25.61,25.61,22.74,28.48,5.74,195.0,195.0,192,198,6,33.33,516
9d2e7199f364485bb4ee941732cffdea,6,132.19,22.03,19.16,14.57,32.99,18.42,449.0,519.0,246,624,378,1.59,90
9d348a06bc4a468a846d524700084c8a,4,5.96,1.49,1.45,0.15,2.91,2.76,483.0,474.0,306,678,372,1.08,36
9d3c0239ea3f4a45ac7a421eea9d8111,5,6.05,1.21,1.01,0.53,2.33,1.8,412.8,456.0,198,570,372,1.34,144
9d3cd9fcde7f4bbabaeb35f61a36c3a5,5,88.05,17.61,14.65,14.27,29.22,14.95,304.8,300.0,54,600,546,0.92,114
9d3cf2c5c0ab49f98dff4babaa56211a,3,3.88,1.29,0.58,0.27,3.03,2.76,382.0,390.0,168,588,420,0.71,126
9d439f3eed6e4ec490ee2cfd12fca3c0,16,245.9,15.37,12.27,6.36,33.24,26.88,353.62,345.0,54,666,612,2.61,48
9d4894aaf05b4b9c9437961e8f36d7ef,15,132.66,8.84,8.19,1.8,18.54,16.74,372.4,432.0,6,624,618,2.43,90
9d48e17bab4d42d28c7da398858ce8c1,1,11.74,11.74,11.74,11.74,11.74,0.0,504.0,504.0,504,504,0,0.0,210
9d491dc1e3ca4c41a54c9b8da54f6764,16,53.33,3.33,2.28,0.08,9.61,9.53,412.5,435.0,36,672,636,2.52,42
9d4bc1fd09e64e3abc95fa5ac4360ebe,6,18.24,3.04,2.64,1.29,5.55,4.26,425.0,429.0,174,678,504,1.19,36
9d51382187a24b249a2bf1bf659188c9,2,4.86,2.43,2.43,0.21,4.65,4.44,540.0,540.0,486,594,108,1.85,120
9d529c38941a42cf80536853d013c887,4,90.61,22.65,22.7,14.83,30.37,15.54,315.0,249.0,72,690,618,0.65,24
9d5a47c4dda04ed297058c499b2d3478,11,180.78,16.43,17.05,9.37,24.75,15.38,281.45,198.0,156,642,486,2.26,72
9d5b3daf402841f7a88d271f3d731829,3,79.75,26.58,28.87,16.21,34.67,18.46,396.0,402.0,228,558,330,0.91,156
9d5f4cf9173b4f8aa60769e0e2f0da97,5,8.92,1.78,1.24,0.53,3.36,2.83,342.0,414.0,78,612,534,0.94,102
9d62a43100244caa8e5c146e406fae8e,13,20.94,1.61,1.38,0.54,3.01,2.47,324.0,312.0,18,678,660,1.97,36
9d6ba3960ad14a8ca4dc78626143d119,12,202.08,16.84,16.17,8.7,29.2,20.5,454.0,510.0,24,690,666,1.8,24
9d6da0a2ac54474e8ec986fd21cecef0,7,136.94,19.56,17.53,13.72,33.26,19.54,433.71,468.0,138,672,534,1.31,42
9d6e4253c7424f2abaebe398bcd78355,2,3.29,1.64,1.64,1.37,1.92,0.55,423.0,423.0,282,564,282,0.71,150
9d73282e268c4b2c9ac4e1921011b87c,12,180.28,15.02,14.23,4.67,28.41,23.74,401.0,426.0,30,654,624,1.92,60
9d761dd3dffa40b584ea9e0030d7083e,22,378.3,17.2,16.96,10.15,27.77,17.62,330.55,300.0,0,660,660,3.33,54
9d763a8ee723447094a6e58bb66cc1e1,12,38.84,3.24,2.16,0.24,8.11,7.87,349.5,327.0,60,570,510,2.35,144
9d79bfae6a7b4bb784a12d12f98bf578,8,139.13,17.39,15.3,7.45,32.17,24.72,336.0,381.0,24,618,594,1.35,96
9d7ee5485d064f5b8cecc53fe55863ac,6,138.56,23.09,24.02,12.74,32.26,19.52,406.0,450.0,48,672,624,0.96,42
9d8b11f8ae6c45c5bffc7d7bd1782db7,2,32.81,16.4,16.4,15.66,17.15,1.49,579.0,579.0,504,654,150,1.33,60
9d8bdbbb3436461ca2babeed7b0cddf0,4,14.12,3.53,2.93,1.65,6.61,4.96,586.5,615.0,426,690,264,1.52,24
9d8d6bb2fc544a9c802888971ee3e8b1,9,23.16,2.57,2.58,0.48,5.28,4.8,461.33,456.0,138,714,576,1.56,0
9d8f44ec36614d7c992fa640ae133fc3,8,230.43,28.8,27.16,18.61,41.82,23.21,219.75,87.0,54,600,546,1.47,114
9d960e161d7f4cef86d30f3cc63dd85d,12,27.12,2.26,1.92,0.37,6.74,6.37,393.0,462.0,66,678,612,1.96,36
9d972fbd7faf433ebbb70d8ac7200ecb,25,73.64,2.95,1.7,0.05,18.15,18.1,354.48,360.0,6,696,690,3.62,18
9d9762e2f526402aa214e18be86ecb0f,7,168.09,24.01,25.73,16.16,33.52,17.36,534.0,486.0,312,690,378,1.85,24
9da20f64522348e7a8d5006fc232b2b6,7,29.21,4.17,4.32,0.76,7.28,6.52,217.71,198.0,0,504,504,1.39,210
9da33731c69f4d838d8dacc2f041d538,7,23.22,3.32,2.23,0.59,9.43,8.84,439.71,408.0,180,696,516,1.36,18
9da3f2339b244229a8337572e982b189,4,18.87,4.72,3.72,3.03,8.39,5.36,307.5,348.0,6,528,522,0.77,186
9da5eab04268483ca929019de255c51f,10,135.95,13.6,15.0,8.48,19.04,10.56,372.6,375.0,126,636,510,1.96,78
9da6fe9306cf422497b62ac85ddd0f1b,8,23.1,2.89,2.56,0.56,5.44,4.88,435.75,543.0,48,666,618,1.29,48
9da8d70d1ce44f678219834a1b14b427,7,158.43,22.63,19.71,13.6,35.78,22.18,395.14,384.0,210,618,408,1.72,96
9daa8e32286143da85f85846cb35a259,4,114.23,28.56,26.67,23.0,37.89,14.89,543.0,609.0,252,702,450,0.89,12
9db461d6bafe42cfbe9cab24154530a7,3,73.14,24.38,24.85,16.31,31.98,15.67,382.0,258.0,186,702,516,0.58,12
9db96a2acfea40e6a7bf1f205ff54323,15,31.03,2.07,2.34,0.21,4.23,4.02,336.8,270.0,90,678,588,2.55,36
9db9f9106fd249bf9979725ddbc1b334,7,207.22,29.6,29.6,19.41,43.59,24.18,385.71,426.0,60,678,618,1.13,36
9dbd34ffdd4e48be8ba579fa967c290d,6,54.56,9.09,9.34,3.54,14.65,11.11,355.0,351.0,48,654,606,0.99,60
9dc0a23131994ab08657bc748f425765,11,139.52,12.68,13.25,5.31,19.66,14.35,454.36,522.0,36,690,654,1.68,24
9dc1421481194dcd9400aec7c9ae6366,14,189.67,13.55,12.04,6.49,31.6,25.11,423.0,420.0,24,684,660,2.12,30
9dc8d4bad3c748739faf22da974b8d1f,4,109.51,27.38,27.22,24.81,30.25,5.44,309.0,225.0,96,690,594,0.67,24
9dca9582ac1b4c6d83445328eb56dda8,1,18.14,18.14,18.14,18.14,18.14,0.0,660.0,660.0,660,660,0,0.0,54
9dcaa45110564728b0e43b053c5644f6,12,22.59,1.88,1.43,0.34,5.82,5.48,473.5,450.0,180,708,528,2.27,6
9dcfbbcd176a4e06ae89108847b758af,11,318.57,28.96,30.32,14.7,40.67,25.97,410.73,504.0,24,648,624,1.76,66
9dd3408e5f3c4deb889595d094d54657,7,13.23,1.89,0.83,0.49,5.35,4.86,388.29,354.0,132,654,522,1.34,60
9ddafd9acd6e441a8ebf8845e2ac5319,20,58.87,2.94,1.45,0.06,12.64,12.58,392.4,405.0,12,696,684,2.92,18
9de31fee7f30464393538af0873513a7,6,110.73,18.45,18.91,11.4,27.18,15.78,425.0,459.0,6,690,684,0.88,24
9de54389816342449e445db1d75d341d,1,6.1,6.1,6.1,6.1,6.1,0.0,366.0,366.0,366,366,0,0.0,348
9debe14001284c9aa55683ad27b653aa,9,113.93,12.66,11.83,7.66,20.68,13.02,290.0,222.0,30,696,666,1.35,18
9df0134f61724188b93ad623f9f32289,7,15.85,2.26,2.03,0.66,4.98,4.32,306.86,306.0,156,414,258,2.71,300
9df2790f060d430e94f17189042e5671,10,218.67,21.87,20.02,14.86,34.11,19.25,322.2,339.0,24,612,588,1.7,102
9df3b475e34e4506b78c257543dfecbf,8,163.65,20.46,18.86,11.17,36.14,24.97,351.75,294.0,18,702,684,1.17,12
9dff981bb38742fcb3efb229eb4fad91,4,6.35,1.59,1.73,0.67,2.22,1.55,261.0,240.0,198,366,168,2.38,348
9e0091e205174cfe8b7f90089f32cca0,11,16.95,1.54,1.39,0.6,3.34,2.74,408.55,372.0,36,696,660,1.67,18
9e02f2fa76264d0dbd1ec9e95291cddb,10,17.86,1.79,1.84,0.3,4.03,3.73,386.4,429.0,6,684,678,1.47,30
9e0369f1045443c2a83a423920155ab3,4,38.91,9.73,10.4,2.62,15.48,12.86,393.0,471.0,84,546,462,0.87,168
9e08560831d3498d98cbe1958412d6b8,14,192.3,13.74,11.89,5.59,22.45,16.86,447.86,453.0,72,666,594,2.36,48
9e0d618d75954225adc8cff0c3e420e8,3,8.84,2.95,3.18,1.63,4.03,2.4,480.0,450.0,288,702,414,0.72,12
9e116eeee25949e7b1a3f91227db7422,8,143.54,17.94,17.94,9.81,25.62,15.81,413.25,456.0,54,714,660,1.21,0
9e11b206b5784951ba5b0ff06fd505cd,3,43.39,14.46,14.04,12.47,16.88,4.41,582.0,576.0,552,618,66,4.55,96
9e181c88e30e46208b6d6acc0d285570,5,14.7,2.94,2.88,2.37,3.52,1.15,423.6,474.0,114,696,582,0.86,18
9e1b77408fdb414bb6d36a1aa04567e8,8,21.41,2.68,2.03,0.47,5.86,5.39,311.25,363.0,54,504,450,1.78,210
9e1e07ef20fa4b338e0a8969b33e16dc,19,56.66,2.98,1.93,0.23,8.09,7.86,421.58,438.0,96,690,594,3.2,24
9e1f034994244ab999fb2dedc7a933bb,8,162.16,20.27,20.08,12.46,29.44,16.98,374.25,396.0,48,702,654,1.22,12
9e2ba3d151564f86900754e6036febba,22,87.74,3.99,3.58,0.57,14.58,14.01,297.27,228.0,18,696,678,3.24,18
9e2bfae4d1064d93968843fbdcbcc5be,21,42.53,2.03,1.26,0.27,8.97,8.7,408.29,402.0,174,684,510,4.12,30
9e33bb2f4c304f1ab2030a6a6c184316,13,218.66,16.82,15.78,8.74,32.69,23.95,400.62,534.0,48,648,600,2.17,66
9e34cfea6818482197c2a5c397a2e256,5,125.77,25.15,21.89,17.44,43.58,26.14,403.2,492.0,78,684,606,0.83,30
9e3680da1a014eafb4b4d852c3785c16,6,25.53,4.26,3.88,1.1,9.36,8.26,399.0,381.0,114,708,594,1.01,6
9e3888d67fb44211814cc57556d09c72,5,79.99,16.0,15.54,10.19,20.08,9.89,321.6,264.0,48,594,546,0.92,120
9e3f177afd7a4d939d486f79e4bfeeb6,8,194.17,24.27,24.8,19.13,29.11,9.98,415.5,420.0,168,666,498,1.61,48
9e473f9bd189408c8fcbb000822f59e6,10,132.03,13.2,12.4,5.95,22.83,16.88,338.4,345.0,54,642,588,1.7,72
9e481b621a724dd098378e497483ea21,5,14.69,2.94,2.9,1.14,5.05,3.91,553.2,588.0,468,618,150,3.33,96
9e523a3e05e14fd0bfec8ac108ce2cab,4,1035.01,258.75,30.98,29.66,943.4,913.74,577.5,645.0,330,690,360,1.11,24
9e59453b4ed44df29751981085bd4841,4,100.4,25.1,24.24,17.84,34.09,16.25,358.5,333.0,54,714,660,0.61,0
9e5c4fbb6e784461b2e3e92872ee3e1d,18,242.75,13.49,12.45,3.88,25.62,21.74,363.0,399.0,6,702,696,2.59,12
9e5e774d43de4390955724157e18559b,6,16.96,2.83,3.4,0.71,4.32,3.61,235.0,126.0,30,702,672,0.89,12
9e64ffbc7e3f413ebfb9aae9bb893c49,4,64.68,16.17,14.88,11.7,23.21,11.51,259.5,114.0,96,714,618,0.65,0
9e6978ac56214d83aa97812c1f37549c,6,140.04,23.34,25.88,14.3,28.29,13.99,421.0,501.0,18,690,672,0.89,24
9e71d772ceed40408f7a26dea47cda37,12,39.55,3.3,2.84,0.23,7.31,7.08,380.0,324.0,48,666,618,1.94,48
9e784b0f6f3c412db22ad03f7a415f31,5,110.97,22.19,20.69,15.41,37.84,22.43,268.8,228.0,132,534,402,1.24,180
9e796cf38cce4f9bb34dfd0451b95a51,12,121.11,10.09,8.89,4.69,19.89,15.2,338.5,288.0,192,666,474,2.53,48
9e7dc72c57bd4116afe26ff053425b2c,9,33.66,3.74,3.67,1.36,5.52,4.16,347.33,408.0,6,678,672,1.34,36
9e7e128f54504811a60d7ccaceba0a2e,4,58.8,14.7,15.73,9.01,18.34,9.33,475.5,519.0,228,636,408,0.98,78
9e86fc533b594665bac93a7a0745dfc6,12,36.02,3.0,3.12,0.56,5.21,4.65,360.5,438.0,6,666,660,1.82,48
9e894ff66aba45bbbe75575a03aeb00e,8,225.42,28.18,25.88,20.77,38.14,17.37,444.0,459.0,108,678,570,1.4,36
9e8a5054c46d4bd7b58ca018740fb1ad,3,7.61,2.54,1.92,0.16,5.53,5.37,610.0,618.0,552,660,108,2.78,54
9e8e79d141d743559be1aebceb0a9261,3,6.16,2.05,1.39,0.73,4.04,3.31,346.0,348.0,324,366,42,7.14,348
9e90ae7dd5e142d9ba59196ce702f0e3,6,117.4,19.57,18.67,14.16,26.29,12.13,444.0,516.0,66,696,630,0.95,18
9e91e04b9a344f4e948728bf127967b6,14,261.56,18.68,18.68,9.95,26.94,16.99,438.0,465.0,240,612,372,3.76,102
9e95b65bdcbe475f9c42aedb6c0b8f83,11,268.54,24.41,26.14,13.46,30.38,16.92,264.55,252.0,108,492,384,2.86,222
9e9aab288405481cb7cac45dc3c48315,8,172.37,21.55,20.64,13.01,29.08,16.07,426.75,507.0,30,642,612,1.31,72
9e9fb78d911848efb54627de3ea701a5,4,10.29,2.57,2.61,0.81,4.26,3.45,414.0,405.0,210,636,426,0.94,78
9ea228a4b3f640c985cc123dbf59b8e4,11,38.66,3.51,2.43,0.7,10.1,9.4,392.18,408.0,126,702,576,1.91,12
9ea9262561d94375ad878f964299ca8c,4,82.69,20.67,22.4,14.71,23.19,8.48,355.5,351.0,222,498,276,1.45,216
9eac14a099914474a4b2f04b91e3b90d,7,84.93,12.13,12.46,7.29,17.25,9.96,428.57,444.0,66,708,642,1.09,6
9ead4386a1c141fcaec06f864132df0c,6,126.89,21.15,20.22,12.74,28.63,15.89,348.0,393.0,24,582,558,1.08,132
9eb812054d564bdba180dc365f186e23,11,197.91,17.99,17.73,9.11,27.81,18.7,408.55,486.0,42,696,654,1.68,18
9ebb7d34c6964f23b702ca2758f32083,7,134.38,19.2,17.94,15.67,27.49,11.82,351.43,414.0,54,618,564,1.24,96
9ebe696078b742b389f486bd3a98ca56,18,148.17,8.23,2.38,0.33,92.52,92.19,317.0,318.0,0,708,708,2.54,6
9ebea19881914675872b19e6998fa0e5,13,292.17,22.47,22.03,13.03,32.67,19.64,387.69,384.0,144,684,540,2.41,30
9ec21a8257b54fc08d10726f5bc21a09,7,41.38,5.91,6.73,1.72,11.54,9.82,377.14,498.0,6,684,678,1.03,30
9ec24dc1f8cb415a8aae44029aea4ef9,1,13.73,13.73,13.73,13.73,13.73,0.0,414.0,414.0,414,414,0,0.0,300
9ecb1e3ad71745a1a4c83cc86c361d6f,1,26.63,26.63,26.63,26.63,26.63,0.0,258.0,258.0,258,258,0,0.0,456
9ecff93351b440bbbed22426e36be615,10,23.78,2.38,2.1,0.83,4.93,4.1,398.4,402.0,156,660,504,1.98,54
9ed20a4ecdf94cc99d52f6fd6a07b363,12,635.65,52.97,12.56,8.62,483.72,475.1,349.0,384.0,12,570,558,2.15,144
9ed3fb4a91894070bfa13677a3004f71,3,5.26,1.75,0.85,0.46,3.95,3.49,404.0,468.0,264,480,216,1.39,234
9ed43771681240f6998e85a1c0c8f673,16,201.33,12.58,13.7,4.69,17.77,13.08,316.5,288.0,6,666,660,2.42,48
9ed5228b75954aa495605ec2a505a598,3,80.55,26.85,28.13,23.87,28.55,4.68,436.0,462.0,270,576,306,0.98,138
9ed5a316ecd34a7ca6df0763afc5403d,11,94.77,8.62,8.02,3.97,18.91,14.94,322.36,348.0,60,594,534,2.06,120
9ed7fceee29a4a83978b5c9caa06da35,8,25.43,3.18,2.42,0.26,7.27,7.01,343.5,390.0,84,456,372,2.15,258
9ee58c73057940e39d2163e252ff3f77,3,41.1,13.7,16.77,7.25,17.08,9.83,584.0,546.0,504,702,198,1.52,12
9ee6d43d9b3943e1aa01a848121d42d4,8,20.95,2.62,2.0,0.18,9.75,9.57,249.75,207.0,30,558,528,1.52,156
9eebd6bedca645ae90d5b2445efce4d5,4,71.13,17.78,17.6,11.18,24.74,13.56,394.5,357.0,162,702,540,0.74,12
9eebfc7e84054e4c84d3caa8979e40c4,18,383.29,21.29,21.56,11.24,29.35,18.11,262.0,279.0,6,618,612,2.94,96
9ef935700f384fefa0e1a34f92555abd,16,64.73,4.05,3.82,1.11,9.21,8.1,297.75,225.0,36,642,606,2.64,72
9f02136155d04f028d932f1aa2220f9e,25,218.93,8.76,8.09,1.47,19.54,18.07,354.48,330.0,12,702,690,3.62,12
9f02eeb4d5d2474c96b1e3b0253a0df9,10,261.36,26.14,27.21,17.17,31.75,14.58,320.4,339.0,54,558,504,1.98,156
9f0333c5f46c493580bbd3edd7aff58c,11,61.0,5.55,5.29,1.09,11.01,9.92,562.36,534.0,414,708,294,3.74,6
9f03542ae38e4b4795457536ba3b0573,3,9.97,3.32,3.58,0.39,6.0,5.61,180.0,156.0,30,354,324,0.93,360
9f04251de69a448db9fcf2a39a2ee109,6,9.01,1.5,0.95,0.5,3.96,3.46,456.0,504.0,102,684,582,1.03,30
9f0578a74c7b46249401d04deee59203,22,48.61,2.21,1.58,0.05,8.59,8.54,421.09,423.0,66,702,636,3.46,12
9f066310867e45639d8e2ab82948fce4,16,349.15,21.82,21.26,14.46,28.12,13.66,365.25,369.0,6,654,648,2.47,60
9f1114fcf9f54508a4887d4ac0dc130c,4,19.14,4.78,4.46,3.83,6.4,2.57,312.0,294.0,36,624,588,0.68,90
9f1250e13503459b961c2fc777d5d8c2,20,387.84,19.39,17.81,10.47,33.67,23.2,298.8,303.0,0,696,696,2.87,18
9f13816eb7654cfd8a5a5fded2b92416,23,60.79,2.64,2.58,0.35,6.23,5.88,424.17,432.0,30,702,672,3.42,12
9f1ac96a08aa4c88afc5888c99969420,12,129.8,10.82,11.67,5.08,14.06,8.98,242.0,198.0,24,570,546,2.2,144
9f1e50d08a634419ad25f7a2c2ec064c,5,8.45,1.69,1.3,0.34,3.7,3.36,238.8,228.0,36,510,474,1.05,204
9f1e8140a860419c86117a412b81974a,3,33.29,11.1,10.65,10.35,12.29,1.94,246.0,126.0,30,582,552,0.54,132
9f24629e9e0e409a95c9b025fb3be69a,13,116.69,8.98,9.48,4.36,14.05,9.69,269.08,210.0,42,672,630,2.06,42
9f28a2d7e8874cc39ef8ca04d4d53ff8,13,175.92,13.53,12.59,7.34,26.92,19.58,513.69,504.0,390,660,270,4.81,54
9f2bbc9d8b65448aab330a6059292679,8,22.51,2.81,1.64,0.24,10.42,10.18,280.5,231.0,90,666,576,1.39,48
9f2e7a00443644188720ca9edc74370c,13,186.04,14.31,12.52,7.21,32.37,25.16,345.69,384.0,6,714,708,1.84,0
9f2fdda6613a446582d4c2f51520f344,16,337.29,21.08,20.6,10.84,35.12,24.28,390.38,447.0,24,636,612,2.61,78
9f30b375d7bd4c62a884ffe7034e09ee,21,73.38,3.49,2.53,0.37,12.28,11.91,376.86,474.0,54,570,516,4.07,144
9f3a4c78181f4a138f0130ea027a2f3d,3,20.29,6.76,6.74,3.41,10.14,6.73,240.0,234.0,6,480,474,0.63,234
9f3d1ae4c6f14070a3ef5d0ef1c9d966,10,118.27,11.83,11.4,5.27,17.56,12.29,406.2,471.0,54,660,606,1.65,54
9f406c4d46b14c73817d1a45766db166,7,25.1,3.59,2.86,0.89,9.49,8.6,383.14,360.0,150,690,540,1.3,24
9f4a95aba49a495b866f26ae2d2916fd,3,8.13,2.71,2.37,2.33,3.43,1.1,602.0,678.0,420,708,288,1.04,6
9f4e4b4ff3f84ab7ab7f7e695a967052,12,17.24,1.44,0.7,0.2,5.35,5.15,372.5,375.0,48,630,582,2.06,84
9f53a01bf9874fc98e062a90a04d8504,10,31.67,3.17,2.26,0.86,9.93,9.07,528.6,609.0,120,696,576,1.74,18
9f55c02f60524397987a730acbe6aa27,12,234.09,19.51,18.62,6.89,33.74,26.85,429.5,402.0,258,642,384,3.12,72
9f63154156e745988a670e4c3fe29249,5,2.25,0.45,0.14,0.06,1.07,1.01,378.0,318.0,300,624,324,1.54,90
9f6907ec4e1846dc9266b0289bbce9fb,5,13.54,2.71,3.36,0.47,4.72,4.25,487.2,480.0,378,624,246,2.03,90
9f6b1e6057cc413ea67c1f194f0d977d,3,18.63,6.21,7.93,1.21,9.49,8.28,260.0,264.0,168,348,180,1.67,366
9f6b5a9af4e146fba33f0add6b9e2dfc,6,65.85,10.98,2.77,1.98,52.51,50.53,472.0,537.0,144,672,528,1.14,42
9f6c8e642beb43fb91fa4193f6d8b3fc,3,57.37,19.12,17.23,15.97,24.17,8.2,512.0,534.0,438,564,126,2.38,150
9f6e1a67b0cf4a38964452db825f1a7e,11,30.38,2.76,3.08,0.95,3.92,2.97,327.27,318.0,114,690,576,1.91,24
9f6f5b4e352346918f978ef8114be423,5,5.73,1.15,0.96,0.45,2.05,1.6,364.8,294.0,72,654,582,0.86,60
9f7010200826477d93a4a8e496cc2bc0,9,17.63,1.96,1.33,0.05,5.02,4.97,540.67,582.0,324,672,348,2.59,42
9f7292018f174f6b8bab62353703307c,3,64.16,21.39,22.55,17.87,23.74,5.87,464.0,546.0,294,552,258,1.16,162
9f7d004834a74d828e3a11926740b2cb,12,44.84,3.74,1.97,0.4,9.75,9.35,345.0,366.0,78,708,630,1.9,6
9f80078fe2a04c74a91bacf3ed9ae8f9,2,1.13,0.56,0.56,0.38,0.75,0.37,210.0,210.0,54,366,312,0.64,348
9f83b1bf4fba46f48d0b1e1c63765f94,13,269.4,20.72,20.16,11.01,36.53,25.52,409.38,432.0,168,636,468,2.78,78
9f844ff5e58845b796907df7a9364689,5,18.53,3.71,3.36,0.77,8.34,7.57,264.0,168.0,6,654,648,0.77,60
9f87368b6d19434780c51ba9b45334e8,13,347.07,26.7,28.82,14.19,37.31,23.12,494.77,522.0,186,684,498,2.61,30
9f8b97dbbf3740199a0c701febb6a687,5,121.3,24.26,23.17,22.25,28.64,6.39,448.8,474.0,342,564,222,2.25,150
9f8dd6b5fbb6414fa71eb213e8c03bfc,7,16.2,2.31,2.78,0.43,3.07,2.64,447.43,558.0,72,702,630,1.11,12
9f8dfe338ab347e88b50cbf615d799f4,15,296.34,19.76,19.73,10.41,31.91,21.5,407.2,414.0,126,714,588,2.55,0
9f912a6711234b4db8a35a0056bc930e,10,41.24,4.12,3.44,0.92,13.98,13.06,417.6,459.0,42,678,636,1.57,36
9f9651ad180f4b6291a58455eee9f2ff,16,40.72,2.54,1.96,0.13,12.56,12.43,416.62,420.0,192,678,486,3.29,36
9f9aedfb14614efeb837506465b293c0,4,106.49,26.62,23.3,20.57,39.32,18.75,490.5,534.0,180,714,534,0.75,0
9f9eb9386d71451bb751acee1ab3603d,4,53.83,13.46,14.74,6.3,18.05,11.75,279.0,252.0,156,456,300,1.33,258
9fa090f47ea946b7a715b8a7ff1eaa97,10,31.49,3.15,3.31,0.22,6.62,6.4,516.6,591.0,198,696,498,2.01,18
9fa6e119bc854952a5c8d2e7915f4727,3,52.13,17.38,16.02,14.97,21.14,6.17,460.0,438.0,264,678,414,0.72,36
9fa8ee92f21e425ca26519b84d513c70,3,56.77,18.92,18.26,17.08,21.43,4.35,282.0,204.0,156,486,330,0.91,228
9fa98f3b811645c895447491eb12883a,7,150.21,21.46,21.62,16.52,29.42,12.9,438.0,534.0,66,690,624,1.12,24
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,12,320.48,26.71,27.01,18.42,34.56,16.14,270.0,279.0,0,540,540,2.22,174
9fabcb66c51e4daaba9edaeb8cac2f6f,10,209.1,20.91,18.89,11.25,37.26,26.01,453.6,441.0,66,714,648,1.54,0
9fb1b91b4b6c4bdba8b2d79a807743a4,6,27.82,4.64,3.96,1.67,9.66,7.99,451.0,531.0,54,648,594,1.01,66
9fb51cd4e0d44e77b34d744866fd514d,4,87.44,21.86,24.2,11.63,27.41,15.78,309.0,318.0,6,594,588,0.68,120
9fb680775f964e4daefcf176252c4f24,6,122.58,20.43,19.51,12.67,29.92,17.25,352.0,339.0,90,558,468,1.28,156
9fbf83043d014257a7e01512d2f852a5,3,42.75,14.25,14.15,10.69,17.91,7.22,550.0,540.0,456,654,198,1.52,60
9fc020a356b54c29b87122f0ca9bd134,3,10.41,3.47,3.94,1.17,5.3,4.13,274.0,204.0,108,510,402,0.75,204
9fc3207dac3d48888fdc37fe8ca5e6ba,10,187.84,18.78,18.08,10.24,29.87,19.63,378.6,423.0,36,660,624,1.6,54
9fc5a31838584848a44d24e78fe870a9,4,15.33,3.83,3.42,2.45,6.03,3.58,426.0,486.0,120,612,492,0.81,102
9fc98bf891dc4d678f607fe7bcb31f8d,9,367.8,40.87,12.71,5.34,273.23,267.89,299.33,264.0,66,648,582,1.55,66
9fdd178ec32347819de82193ab74cd82,11,88.51,8.05,8.42,4.14,10.77,6.63,478.91,504.0,156,714,558,1.97,0
9fdd832da9314bddbc5eb1b0aad221bb,23,149.66,6.51,2.79,0.18,64.56,64.38,390.0,402.0,36,708,672,3.42,6
9fddb6531bea44d0919eabfd13865924,1,1.03,1.03,1.03,1.03,1.03,0.0,540.0,540.0,540,540,0,0.0,174
9fde7b28470b494ab6b5e801b1d3eafa,2,5.18,2.59,2.59,1.2,3.98,2.78,423.0,423.0,216,630,414,0.48,84
9fdfd7c434b14df9a8c4f9bf5c176439,4,124.7,31.18,30.3,28.49,35.6,7.11,441.0,435.0,294,600,306,1.31,114
9fe7598aa80447f281433beb1c2b5a48,8,98.38,12.3,8.78,3.87,28.16,24.29,366.0,399.0,0,624,624,1.28,90
9fecadbfbb974653af266155ae719b53,8,157.97,19.75,20.94,12.11,27.46,15.35,467.25,519.0,90,696,606,1.32,18
