,person,gender,age,offer_type,income,cnt_offer_completed,cnt_offer_received,cnt_offer_viewed,t_offer_completed,t_offer_received,t_offer_viewed,to_vr,to_cv,to_cr,curiosity_vr,eagerness_cv,overall_cr,influence,ext_influence
18412,8583bb774d2e4496a96c1550a036c8b8,M,49,discount,62000,1,2,1,90,288,18,-270,72,-198,0,1,0,1,0
18413,85946e9f691445c08d4b60de426c0247,F,73,bogo,77000,2,2,2,411,372,381,9,30,39,10,3,2,1,0
18414,85946e9f691445c08d4b60de426c0247,F,73,discount,77000,3,3,1,320,248,414,166,-94,72,0,-1,1,0,0
18415,85a4b98da3254e0986fc5a1ee9d5c1cc,M,21,bogo,32000,1,1,1,600,576,582,6,18,24,14,5,4,1,0
18416,85a4b98da3254e0986fc5a1ee9d5c1cc,M,21,discount,32000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18417,85a4b98da3254e0986fc5a1ee9d5c1cc,M,21,informational,32000,0,2,2,0,372,375,3,0,0,25,0,0,0,0
18418,85ae2af96ee240309010dcb847135e70,F,40,bogo,63000,0,2,2,0,204,210,6,0,0,14,0,0,0,0
18419,85ae2af96ee240309010dcb847135e70,F,40,discount,63000,0,1,1,0,336,384,48,0,0,2,0,0,0,0
18420,85ae2af96ee240309010dcb847135e70,F,40,informational,63000,0,1,1,0,168,168,0,0,0,100,0,0,0,0
18421,85ba195ec59d433e81b89e72803b11b0,M,18,bogo,42000,0,2,2,0,372,387,15,0,0,6,0,0,0,0
18422,85ba195ec59d433e81b89e72803b11b0,M,18,discount,42000,1,1,1,216,0,42,42,174,216,2,0,0,1,0
18423,85ba195ec59d433e81b89e72803b11b0,M,18,informational,42000,0,1,0,0,408,0,0,0,0,0,0,0,0,0
18424,85ba6a30e364496999cd41ca45c0704b,F,58,bogo,44000,4,4,4,433,414,439,25,-6,19,3,-20,4,0,0
18425,85ba6a30e364496999cd41ca45c0704b,F,58,informational,44000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18426,85bad724041c414bb4b2655758b1b076,M,40,bogo,69000,0,1,1,0,408,456,48,0,0,2,0,0,0,0
18427,85bad724041c414bb4b2655758b1b076,M,40,discount,69000,0,1,1,0,168,234,66,0,0,1,0,0,0,0
18428,85bad724041c414bb4b2655758b1b076,M,40,informational,69000,0,2,1,0,540,504,-36,0,0,-2,0,0,0,0
18429,85bed66eecbf4340af74bbf0a363e1e0,M,20,discount,66000,2,3,3,264,192,210,18,54,72,5,1,1,1,0
18430,85c02c202b7548e096b4a742368b7e5e,F,53,bogo,41000,2,3,0,588,440,0,0,0,148,0,0,0,0,0
18431,85c02c202b7548e096b4a742368b7e5e,F,53,discount,41000,2,2,1,396,252,570,318,-174,144,0,0,0,0,0
18432,85cca17ba1414d76b9382420a0d869d1,M,28,bogo,48000,1,1,1,12,0,6,6,6,12,14,14,7,1,0
18433,85cca17ba1414d76b9382420a0d869d1,M,28,discount,48000,1,1,1,600,504,558,54,42,96,1,2,1,1,0
18434,85cca17ba1414d76b9382420a0d869d1,M,28,informational,48000,0,2,1,0,288,348,60,0,0,1,0,0,0,0
18435,85cd46f955af4aeb856e34a83125fc75,M,78,bogo,77000,2,2,2,414,372,372,0,42,42,100,2,2,1,0
18436,85cd46f955af4aeb856e34a83125fc75,M,78,discount,77000,1,1,1,30,0,6,6,24,30,14,4,3,1,0
18437,85cd46f955af4aeb856e34a83125fc75,M,78,informational,77000,0,1,1,0,504,504,0,0,0,100,0,0,0,0
18438,85cea1156af244d58a343f7f808b144a,M,23,bogo,50000,1,1,0,618,504,0,0,0,114,0,0,0,0,0
18439,85cea1156af244d58a343f7f808b144a,M,23,discount,50000,1,2,1,240,168,6,-162,234,72,0,0,1,1,0
18440,85cea1156af244d58a343f7f808b144a,M,23,informational,50000,0,2,1,0,372,168,-204,0,0,0,0,0,0,0
18441,85d51ac3c81f49b9a179e80cf11d41f1,F,60,bogo,77000,1,2,0,594,420,0,0,0,174,0,0,0,0,0
18442,85d51ac3c81f49b9a179e80cf11d41f1,F,60,discount,77000,2,2,1,594,492,588,96,6,102,1,14,0,1,0
18443,85d51ac3c81f49b9a179e80cf11d41f1,F,60,informational,77000,0,2,1,0,84,198,114,0,0,0,0,0,0,0
18444,85d67cfaf71f4a41b9598c1cfd7934cb,M,59,bogo,105000,3,3,2,462,416,390,-26,72,46,-4,1,2,1,0
18445,85d67cfaf71f4a41b9598c1cfd7934cb,M,59,informational,105000,0,2,2,0,168,228,60,0,0,1,0,0,0,0
18446,85da22ce7b74421090ebe459efef9958,F,80,bogo,95000,2,3,3,246,248,270,22,-24,-2,4,-4,-100,0,0
18447,85da22ce7b74421090ebe459efef9958,F,80,discount,95000,2,2,1,423,336,504,168,-81,87,0,-1,1,0,0
18448,85ded7079699430e9d768c6052baa41c,M,70,discount,59000,1,2,2,600,288,357,69,243,312,1,0,0,1,0
18449,85ded7079699430e9d768c6052baa41c,M,70,informational,59000,0,3,3,0,360,376,16,0,0,5,0,0,0,0
18450,85e0cbf553fb4ad5a4c081a15948a6f7,F,78,bogo,42000,0,1,1,0,576,642,66,0,0,1,0,0,0,0
18451,85e0cbf553fb4ad5a4c081a15948a6f7,F,78,discount,42000,0,1,1,0,0,228,228,0,0,0,0,0,0,0
18452,85e0cbf553fb4ad5a4c081a15948a6f7,F,78,informational,42000,0,1,0,0,336,0,0,0,0,0,0,0,0,0
18453,85e598f6dff54af2a6167cdd3fdca7de,M,46,bogo,38000,3,4,4,336,372,391,19,-55,-36,4,-1,-2,0,0
18454,85e598f6dff54af2a6167cdd3fdca7de,M,46,discount,38000,1,1,1,360,168,282,114,78,192,0,1,0,1,0
18455,85e598f6dff54af2a6167cdd3fdca7de,M,46,informational,38000,0,1,0,0,336,0,0,0,0,0,0,0,0,0
18456,85eeecda70f54cc2aace0bbdb1771293,M,49,bogo,56000,1,1,1,336,336,366,30,-30,0,3,-3,100,0,0
18457,85eeecda70f54cc2aace0bbdb1771293,M,49,discount,56000,1,1,1,648,576,630,54,18,72,1,5,1,1,0
18458,85eeecda70f54cc2aace0bbdb1771293,M,49,informational,56000,0,2,0,0,336,0,0,0,0,0,0,0,0,0
18459,85ef34b9c19a43d8923c8e0ec3d752a8,M,40,bogo,52000,1,3,3,576,496,516,20,60,80,4,1,1,1,0
18460,85ef34b9c19a43d8923c8e0ec3d752a8,M,40,informational,52000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
18461,85f135f7794a40daa01d288d4c096f01,M,73,bogo,61000,1,2,2,582,456,477,21,105,126,4,0,0,1,0
18462,85f135f7794a40daa01d288d4c096f01,M,73,discount,61000,2,2,2,174,84,192,108,-18,90,0,-5,1,0,0
18463,85f135f7794a40daa01d288d4c096f01,M,73,informational,61000,0,1,1,0,576,588,12,0,0,7,0,0,0,0
18464,85f1eddf0c854c5abc0b92fbd7fc9dc2,M,56,discount,41000,0,2,0,0,372,0,0,0,0,0,0,0,0,0
18465,85f1eddf0c854c5abc0b92fbd7fc9dc2,M,56,informational,41000,0,1,1,0,576,636,60,0,0,1,0,0,0,0
18466,85f4e5ea5c0044619482bfe16ae32c01,F,100,bogo,71000,1,1,1,378,336,336,0,42,42,100,2,2,1,0
18467,85f4e5ea5c0044619482bfe16ae32c01,F,100,discount,71000,2,3,1,411,192,168,-24,243,219,-4,0,0,1,0
18468,86044a1798d646e18b43cd813f7a79c5,M,69,bogo,92000,0,2,2,0,420,456,36,0,0,2,0,0,0,0
18469,86044a1798d646e18b43cd813f7a79c5,M,69,discount,92000,0,4,4,0,288,328,40,0,0,2,0,0,0,0
18470,8604cf2f2bc6438e8fe53c125a40997c,M,88,bogo,52000,1,1,1,678,576,582,6,96,102,14,1,0,1,0
18471,8604cf2f2bc6438e8fe53c125a40997c,M,88,discount,52000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18472,8604cf2f2bc6438e8fe53c125a40997c,M,88,informational,52000,0,4,1,0,354,348,-6,0,0,-20,0,0,0,0
18473,860bff95cb66440e864321194558bc89,M,79,bogo,91000,2,2,2,462,420,450,30,12,42,3,7,2,1,0
18474,860bff95cb66440e864321194558bc89,M,79,discount,91000,1,1,0,408,408,0,0,0,0,0,0,100,0,0
18475,860bff95cb66440e864321194558bc89,M,79,informational,91000,0,1,1,0,0,60,60,0,0,1,0,0,0,0
18476,86114b8f1921463f8991c68520ccf5c4,F,66,bogo,59000,2,2,1,540,456,408,-48,132,84,-2,0,1,1,0
18477,861832bd241b43fd8a8005046bad9efc,M,49,bogo,52000,1,2,1,264,252,180,-72,84,12,-1,1,7,1,0
18478,861832bd241b43fd8a8005046bad9efc,M,49,discount,52000,1,2,2,156,252,255,3,-99,-96,25,-1,-1,0,0
18479,861832bd241b43fd8a8005046bad9efc,M,49,informational,52000,0,1,1,0,576,594,18,0,0,5,0,0,0,0
18480,861917423ae744b694e28a0353b7d3ac,M,45,bogo,50000,1,1,1,444,408,408,0,36,36,100,2,2,1,0
18481,861917423ae744b694e28a0353b7d3ac,M,45,discount,50000,0,1,0,0,168,0,0,0,0,0,0,0,0,0
18482,861917423ae744b694e28a0353b7d3ac,M,45,informational,50000,0,2,1,0,540,600,60,0,0,1,0,0,0,0
18483,8619c8b196d44521a0102307117162c1,M,42,bogo,61000,0,2,1,0,456,420,-36,0,0,-2,0,0,0,0
18484,8619c8b196d44521a0102307117162c1,M,42,discount,61000,0,3,2,0,248,327,79,0,0,1,0,0,0,0
18485,8628ceaae12a465f8172aff1071a4438,F,39,bogo,70000,1,1,0,414,336,0,0,0,78,0,0,1,0,0
18486,8628ceaae12a465f8172aff1071a4438,F,39,discount,70000,2,2,2,567,540,549,9,18,27,10,5,3,1,0
18487,8628ceaae12a465f8172aff1071a4438,F,39,informational,70000,0,1,1,0,0,66,66,0,0,1,0,0,0,0
18488,862c3631c8ab452791168d54be0a8823,M,76,bogo,43000,1,2,2,228,288,312,24,-84,-60,4,-1,-1,0,0
18489,862c3631c8ab452791168d54be0a8823,M,76,discount,43000,1,2,2,516,540,606,66,-90,-24,1,-1,-4,0,0
18490,862c3631c8ab452791168d54be0a8823,M,76,informational,43000,0,1,1,0,0,48,48,0,0,2,0,0,0,0
18491,862ea30ca6cf4050b66349d7551bce9c,M,52,bogo,82000,2,2,2,618,540,570,30,48,78,3,2,1,1,0
18492,862ea30ca6cf4050b66349d7551bce9c,M,52,discount,82000,1,1,1,438,408,420,12,18,30,7,5,3,1,0
18493,862ea30ca6cf4050b66349d7551bce9c,M,52,informational,82000,0,1,1,0,168,168,0,0,0,100,0,0,0,0
18494,86343006f3564aea8ea69f036a3d69b5,M,71,bogo,72000,0,3,2,0,168,267,99,0,0,1,0,0,0,0
18495,86343006f3564aea8ea69f036a3d69b5,M,71,discount,72000,1,1,1,672,576,618,42,54,96,2,1,1,1,0
18496,86393faabf374030a53989634fd94933,M,37,bogo,72000,0,1,1,0,168,216,48,0,0,2,0,0,0,0
18497,86393faabf374030a53989634fd94933,M,37,discount,72000,1,3,1,636,304,0,-304,636,332,0,0,0,1,0
18498,86393faabf374030a53989634fd94933,M,37,informational,72000,0,1,1,0,408,414,6,0,0,14,0,0,0,0
18499,8640a7e770b34c52b3f43fac228ec341,F,67,bogo,87000,2,3,3,432,360,392,32,40,72,3,2,1,1,0
18500,8640a7e770b34c52b3f43fac228ec341,F,67,informational,87000,0,1,0,0,504,0,0,0,0,0,0,0,0,0
18501,864162f4e89942f6a1391ac5f2142fc3,F,47,bogo,70000,1,1,1,0,0,0,0,0,0,100,100,100,1,1
18502,864162f4e89942f6a1391ac5f2142fc3,F,47,discount,70000,1,1,1,474,408,432,24,42,66,4,2,1,1,0
18503,864162f4e89942f6a1391ac5f2142fc3,F,47,informational,70000,0,1,0,0,336,0,0,0,0,0,0,0,0,0
18504,8643949d9b514915a52701d974bc34e9,F,64,discount,68000,3,3,2,370,336,423,87,-53,34,1,-1,2,0,0
18505,8643949d9b514915a52701d974bc34e9,F,64,informational,68000,0,1,1,0,408,414,6,0,0,14,0,0,0,0
18506,86471d9ea6ec4567919e24d693e52b87,F,74,bogo,115000,1,4,3,570,354,286,-68,284,216,-1,0,0,1,0
18507,86511f2423364a9899c14ac91b712d75,F,60,bogo,62000,0,1,1,0,168,174,6,0,0,14,0,0,0,0
18508,86511f2423364a9899c14ac91b712d75,F,60,discount,62000,0,1,1,0,504,504,0,0,0,100,0,0,0,0
18509,86511f2423364a9899c14ac91b712d75,F,60,informational,62000,0,1,1,0,576,582,6,0,0,14,0,0,0,0
18510,86545afdcdd543b4adbd6c0c4961db1b,F,58,bogo,72000,2,2,1,330,252,522,270,-192,78,0,0,1,0,0
18511,86545afdcdd543b4adbd6c0c4961db1b,F,58,discount,72000,3,3,2,332,304,315,11,17,28,8,5,3,1,0
18512,8654992551964472a654f68702ee5156,F,73,bogo,88000,3,3,2,250,168,258,90,-8,82,1,-14,1,0,0
18513,8654992551964472a654f68702ee5156,F,73,discount,88000,1,1,1,546,504,504,0,42,42,100,2,2,1,0
18514,8655e66b9a2646578304712399483158,M,22,bogo,54000,1,1,1,450,336,372,36,78,114,2,1,0,1,0
18515,8655e66b9a2646578304712399483158,M,22,discount,54000,0,2,2,0,372,396,24,0,0,4,0,0,0,0
18516,8656a80ea2584f04963317d19f63a40c,M,49,bogo,67000,1,3,2,480,328,513,185,-33,152,0,-3,0,0,0
18517,8656a80ea2584f04963317d19f63a40c,M,49,discount,67000,0,1,1,0,504,516,12,0,0,7,0,0,0,0
18518,86576f8e85354106bbe76f99d928b454,F,50,bogo,97000,1,2,2,498,456,462,6,36,42,14,2,2,1,0
18519,8665a1d8b4de45ae852f16d916b23e78,F,62,bogo,61000,0,1,1,0,576,600,24,0,0,4,0,0,0,0
18520,8665a1d8b4de45ae852f16d916b23e78,F,62,discount,61000,0,1,1,0,0,6,6,0,0,14,0,0,0,0
18521,8665a1d8b4de45ae852f16d916b23e78,F,62,informational,61000,0,1,1,0,336,414,78,0,0,1,0,0,0,0
18522,867702310b6f44578ba40450198dfc55,F,67,discount,102000,4,4,3,282,228,276,48,6,54,2,14,1,1,0
18523,867ec930f3d34fd3a907b5ef074b2c39,F,41,bogo,68000,0,2,1,0,204,408,204,0,0,0,0,0,0,0
18524,867ec930f3d34fd3a907b5ef074b2c39,F,41,discount,68000,0,3,2,0,336,261,-75,0,0,-1,0,0,0,0
18525,867ec930f3d34fd3a907b5ef074b2c39,F,41,informational,68000,0,1,1,0,576,582,6,0,0,14,0,0,0,0
18526,867ff25c35e148c5b159368354b846bd,M,48,bogo,64000,0,3,1,0,416,504,88,0,0,1,0,0,0,0
18527,867ff25c35e148c5b159368354b846bd,M,48,discount,64000,0,1,1,0,0,36,36,0,0,2,0,0,0,0
18528,867ff25c35e148c5b159368354b846bd,M,48,informational,64000,0,1,1,0,168,216,48,0,0,2,0,0,0,0
18529,868317b9be554cb18e50bc68484749a2,F,96,bogo,89000,2,2,1,540,456,534,78,6,84,1,14,1,1,0
18530,868317b9be554cb18e50bc68484749a2,F,96,discount,89000,2,2,0,372,288,0,0,0,84,0,0,1,0,0
18531,868317b9be554cb18e50bc68484749a2,F,96,informational,89000,0,1,1,0,336,348,12,0,0,7,0,0,0,0
18532,8683df2fbc284da1a4efdd75d9c81089,M,22,bogo,34000,0,1,1,0,0,0,0,0,0,100,0,0,0,0
18533,8683df2fbc284da1a4efdd75d9c81089,M,22,discount,34000,1,3,2,264,360,342,-18,-78,-96,-5,-1,-1,0,0
18534,868bb47ae89949f4b688981971d9a695,M,21,bogo,39000,0,1,1,0,0,24,24,0,0,4,0,0,0,0
18535,868bb47ae89949f4b688981971d9a695,M,21,informational,39000,0,4,3,0,414,422,8,0,0,11,0,0,0,0
18536,8692060470dd472385a617029e19fc91,F,80,bogo,98000,3,3,3,384,328,338,10,46,56,9,2,1,1,0
18537,8692060470dd472385a617029e19fc91,F,80,informational,98000,0,3,3,0,336,374,38,0,0,2,0,0,0,0
18538,869273c231804c919cb159c536b60483,F,79,bogo,94000,3,3,3,378,304,326,22,52,74,4,1,1,1,0
18539,869877ca821a4a0c8398e47cdc4b4312,F,55,bogo,71000,1,1,1,0,0,120,120,-120,0,0,0,100,0,0
18540,869877ca821a4a0c8398e47cdc4b4312,F,55,discount,71000,2,2,2,471,420,537,117,-66,51,0,-1,1,0,0
18541,86991c80bbb043b4b8553a2b29690218,M,69,bogo,47000,0,2,2,0,204,219,15,0,0,6,0,0,0,0
18542,86991c80bbb043b4b8553a2b29690218,M,69,discount,47000,1,1,1,696,576,594,18,102,120,5,0,0,1,0
18543,86991c80bbb043b4b8553a2b29690218,M,69,informational,47000,0,2,1,0,252,342,90,0,0,1,0,0,0,0
18544,869a091cca2840ef8d6d416e6667daba,M,83,bogo,43000,0,1,1,0,0,12,12,0,0,7,0,0,0,0
18545,869a091cca2840ef8d6d416e6667daba,M,83,discount,43000,1,1,1,408,408,444,36,-36,0,2,-2,100,0,0
18546,869a091cca2840ef8d6d416e6667daba,M,83,informational,43000,0,1,0,0,504,0,0,0,0,0,0,0,0,0
18547,869d2477356644029b281d24097cd079,F,52,bogo,67000,0,1,1,0,504,504,0,0,0,100,0,0,0,0
18548,869d2477356644029b281d24097cd079,F,52,discount,67000,0,4,2,0,288,435,147,0,0,0,0,0,0,0
18549,869d2477356644029b281d24097cd079,F,52,informational,67000,0,1,1,0,336,342,6,0,0,14,0,0,0,0
18550,86a00bb1fc2f4034b0f54374a6b42c1b,F,79,bogo,77000,0,1,1,0,336,354,18,0,0,5,0,0,0,0
18551,86a00bb1fc2f4034b0f54374a6b42c1b,F,79,discount,77000,0,1,0,0,576,0,0,0,0,0,0,0,0,0
18552,86a00bb1fc2f4034b0f54374a6b42c1b,F,79,informational,77000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18553,86a32235141948dd85e67ad2a3b530c6,M,55,bogo,35000,0,3,3,0,304,322,18,0,0,5,0,0,0,0
18554,86a32235141948dd85e67ad2a3b530c6,M,55,discount,35000,1,2,2,36,252,279,27,-243,-216,3,0,0,0,0
18555,86a612903b4b4b3f982eeae088dee3cb,M,25,bogo,36000,0,2,0,0,252,0,0,0,0,0,0,0,0,0
18556,86a612903b4b4b3f982eeae088dee3cb,M,25,discount,36000,0,2,1,0,372,642,270,0,0,0,0,0,0,0
18557,86a612903b4b4b3f982eeae088dee3cb,M,25,informational,36000,0,2,1,0,372,426,54,0,0,1,0,0,0,0
18558,86a6e833386742f48b1e0c2bca561568,M,63,discount,51000,1,1,1,60,0,24,24,36,60,4,2,1,1,0
18559,86a6e833386742f48b1e0c2bca561568,M,63,informational,51000,0,1,1,0,504,546,42,0,0,2,0,0,0,0
18560,86a96adc8ef04d288c05ee416f92adb3,F,47,bogo,33000,1,2,2,516,252,273,21,243,264,4,0,0,1,0
18561,86a96adc8ef04d288c05ee416f92adb3,F,47,discount,33000,1,1,1,240,168,186,18,54,72,5,1,1,1,0
18562,86ac6c4a83b44cf7b1bdf87ea65e62a4,M,45,bogo,91000,3,3,3,386,304,350,46,36,82,2,2,1,1,0
18563,86af78e030294e2890685a44ed0e5319,F,64,bogo,98000,0,1,1,0,0,18,18,0,0,5,0,0,0,0
18564,86af78e030294e2890685a44ed0e5319,F,64,discount,98000,2,3,2,624,472,570,98,54,152,1,1,0,1,0
18565,86af78e030294e2890685a44ed0e5319,F,64,informational,98000,0,1,1,0,168,270,102,0,0,0,0,0,0,0
18566,86b32116a2364361a0c6fb793194887b,M,34,bogo,38000,0,5,1,0,364,6,-358,0,0,0,0,0,0,0
18567,86b493a2b7554a11aedf51eca0c6b033,M,55,bogo,72000,1,1,1,0,0,114,114,-114,0,0,0,100,0,0
18568,86b493a2b7554a11aedf51eca0c6b033,M,55,discount,72000,4,4,2,420,354,474,120,-54,66,0,-1,1,0,0
18569,86ba10b8d7ac49b1a5db909a986b3688,F,39,discount,47000,3,3,3,398,336,374,38,24,62,2,4,1,1,0
18570,86bb1d4a590f44ccabaef642015e70db,M,61,bogo,35000,1,3,1,612,336,516,180,96,276,0,1,0,1,0
18571,86bb1d4a590f44ccabaef642015e70db,M,61,discount,35000,2,2,2,612,492,495,3,117,120,25,0,0,1,0
18572,86bb1d4a590f44ccabaef642015e70db,M,61,informational,35000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18573,86c04f5536bb458b9194374bad66d22c,F,53,bogo,85000,2,2,2,306,288,297,9,9,18,10,10,5,1,0
18574,86c04f5536bb458b9194374bad66d22c,F,53,discount,85000,1,1,1,552,504,504,0,48,48,100,2,2,1,0
18575,86c04f5536bb458b9194374bad66d22c,F,53,informational,85000,0,1,1,0,576,582,6,0,0,14,0,0,0,0
18576,86c83f7d6bd748a7b580f1c22b48e375,F,57,bogo,32000,2,2,2,405,372,426,54,-21,33,1,-5,2,0,0
18577,86c83f7d6bd748a7b580f1c22b48e375,F,57,discount,32000,1,2,2,54,168,246,78,-192,-114,1,0,0,0,0
18578,86c8ba18ecd94da382a23716c33b0bf8,M,59,bogo,38000,0,1,1,0,0,0,0,0,0,100,0,0,0,0
18579,86c8ba18ecd94da382a23716c33b0bf8,M,59,discount,38000,0,1,0,0,336,0,0,0,0,0,0,0,0,0
18580,86c8ba18ecd94da382a23716c33b0bf8,M,59,informational,38000,0,2,1,0,372,168,-204,0,0,0,0,0,0,0
18581,86cd0fa338aa4d73a57d55c3801d7f2a,M,59,bogo,87000,1,2,1,360,456,594,138,-234,-96,0,0,-1,0,0
18582,86cd0fa338aa4d73a57d55c3801d7f2a,M,59,discount,87000,1,2,1,204,204,432,228,-228,0,0,0,100,0,0
18583,86cd0fa338aa4d73a57d55c3801d7f2a,M,59,informational,87000,0,1,1,0,168,186,18,0,0,5,0,0,0,0
18584,86ce672ce3264c8d9bf4bcf2411834e0,F,63,bogo,63000,1,3,3,360,336,364,28,-4,24,3,-33,4,0,0
18585,86ce672ce3264c8d9bf4bcf2411834e0,F,63,discount,63000,1,2,2,636,492,504,12,132,144,7,0,0,1,0
18586,86d03d35d7e0434b935e7743e83be3a0,F,57,bogo,53000,2,2,2,351,336,354,18,-3,15,5,-50,6,0,0
18587,86d03d35d7e0434b935e7743e83be3a0,F,57,discount,53000,2,2,2,516,492,501,9,15,24,10,6,4,1,0
18588,86d03d35d7e0434b935e7743e83be3a0,F,57,informational,53000,0,2,2,0,168,210,42,0,0,2,0,0,0,0
18589,86d160e4f466409d92e666a945268a89,M,63,bogo,79000,1,1,1,180,168,186,18,-6,12,5,-20,7,0,0
18590,86d160e4f466409d92e666a945268a89,M,63,discount,79000,2,2,2,525,456,456,0,69,69,100,1,1,1,0
18591,86dc646050b24398977579e08ea4d7f4,M,54,bogo,53000,1,3,2,282,360,375,15,-93,-78,6,-1,-1,0,0
18592,86dc646050b24398977579e08ea4d7f4,M,54,discount,53000,0,2,0,0,204,0,0,0,0,0,0,0,0,0
18593,86dcec400ac24eae9d4757774a0e1d83,M,20,bogo,67000,0,2,1,0,336,510,174,0,0,0,0,0,0,0
18594,86dcec400ac24eae9d4757774a0e1d83,M,20,discount,67000,0,1,0,0,408,0,0,0,0,0,0,0,0,0
18595,86dcec400ac24eae9d4757774a0e1d83,M,20,informational,67000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18596,86dd4706a3054adbbaf7287b7fa9aade,M,58,bogo,83000,1,2,1,366,372,408,36,-42,-6,2,-2,-20,0,0
18597,86dd4706a3054adbbaf7287b7fa9aade,M,58,discount,83000,1,2,2,48,252,297,45,-249,-204,2,0,0,0,0
18598,86dd4706a3054adbbaf7287b7fa9aade,M,58,informational,83000,0,1,1,0,168,180,12,0,0,7,0,0,0,0
18599,86dd79d82f244f10ba7e7b92e567af14,M,85,bogo,72000,1,1,1,504,408,492,84,12,96,1,7,1,1,0
18600,86dd79d82f244f10ba7e7b92e567af14,M,85,discount,72000,2,2,1,543,456,576,120,-33,87,0,-3,1,0,0
18601,86dd79d82f244f10ba7e7b92e567af14,M,85,informational,72000,0,2,1,0,252,510,258,0,0,0,0,0,0,0
18602,86e247f4637741d698eade285d30fa73,F,37,bogo,59000,1,1,1,48,0,90,90,-42,48,1,-2,2,0,0
18603,86e247f4637741d698eade285d30fa73,F,37,discount,59000,1,1,0,576,336,0,0,0,240,0,0,0,0,0
18604,86e247f4637741d698eade285d30fa73,F,37,informational,59000,0,3,3,0,360,396,36,0,0,2,0,0,0,0
18605,86e85d52b66549dd866e69eda19919c2,M,65,bogo,52000,2,2,2,390,252,267,15,123,138,6,0,0,1,0
18606,86e85d52b66549dd866e69eda19919c2,M,65,discount,52000,2,3,2,420,304,336,32,84,116,3,1,0,1,0
18607,86e90326d79b49488c0b8e1e8bcfc3c1,M,49,discount,47000,0,1,1,0,168,192,24,0,0,4,0,0,0,0
18608,86e90326d79b49488c0b8e1e8bcfc3c1,M,49,informational,47000,0,1,1,0,0,6,6,0,0,14,0,0,0,0
18609,86e93af7ea904060b6a9d69c5f83f264,M,18,bogo,54000,0,2,2,0,492,516,24,0,0,4,0,0,0,0
18610,86e93af7ea904060b6a9d69c5f83f264,M,18,discount,54000,0,2,1,0,168,102,-66,0,0,-1,0,0,0,0
18611,86e93af7ea904060b6a9d69c5f83f264,M,18,informational,54000,0,2,2,0,336,342,6,0,0,14,0,0,0,0
18612,86e9bda5c9ef4d70a54dc708266dafe2,M,29,bogo,59000,0,2,1,0,288,408,120,0,0,0,0,0,0,0
18613,86e9bda5c9ef4d70a54dc708266dafe2,M,29,discount,59000,2,2,1,648,540,588,48,60,108,2,1,0,1,0
18614,86e9d338b85b4177b369fe6b0ad4fed3,M,41,bogo,41000,0,1,1,0,336,402,66,0,0,1,0,0,0,0
18615,86e9d338b85b4177b369fe6b0ad4fed3,M,41,discount,41000,4,4,3,382,288,194,-94,188,94,-1,0,1,1,0
18616,86e9d338b85b4177b369fe6b0ad4fed3,M,41,informational,41000,0,1,0,0,504,0,0,0,0,0,0,0,0,0
18617,86ec8c77b62f4177ba87752875897fcd,M,45,bogo,55000,2,2,2,285,252,270,18,15,33,5,6,2,1,0
18618,86ec8c77b62f4177ba87752875897fcd,M,45,discount,55000,0,1,1,0,576,594,18,0,0,5,0,0,0,0
18619,86ee5a4052274038a6eb8f22838e2438,M,62,bogo,50000,1,1,0,696,576,0,0,0,120,0,0,0,0,0
18620,86ee5a4052274038a6eb8f22838e2438,M,62,informational,50000,0,1,0,0,408,0,0,0,0,0,0,0,0,0
18621,86f7d146694c4fbfb8b32cdc137da219,F,35,bogo,58000,0,2,2,0,456,492,36,0,0,2,0,0,0,0
18622,86f7d146694c4fbfb8b32cdc137da219,F,35,discount,58000,2,2,2,381,288,333,45,48,93,2,2,1,1,0
18623,86fb239553534f148a6fcb762cf7aefc,F,66,bogo,67000,1,1,1,684,576,582,6,102,108,14,0,0,1,0
18624,86fb239553534f148a6fcb762cf7aefc,F,66,discount,67000,2,2,2,303,288,303,15,0,15,6,100,6,1,1
18625,86fb239553534f148a6fcb762cf7aefc,F,66,informational,67000,0,2,2,0,168,192,24,0,0,4,0,0,0,0
18626,86fe51a6a415402f879ce912fc678f1e,M,54,bogo,69000,1,2,1,708,492,468,-24,240,216,-4,0,0,1,0
18627,86ff8cbc870d4dbfabd9122c64cc9c6c,F,38,bogo,60000,2,2,0,540,456,0,0,0,84,0,0,1,0,0
18628,86ff8cbc870d4dbfabd9122c64cc9c6c,F,38,discount,60000,2,2,1,180,84,174,90,6,96,1,14,1,1,0
18629,86ff8cbc870d4dbfabd9122c64cc9c6c,F,38,informational,60000,0,1,1,0,336,402,66,0,0,1,0,0,0,0
18630,87065822536a4ee182b931dc15c029be,M,69,discount,60000,4,4,4,331,270,289,19,42,61,4,2,1,1,0
18631,87091420f60c4c2fb515e859f7a42b93,M,19,bogo,34000,0,1,1,0,336,342,6,0,0,14,0,0,0,0
